Totales Territoriales;Comunidades y Ciudades Autónomas;Divisiones COICOP;Periodo;Total
Total Nacional;15 Navarra, Comunidad Foral de;12. Otros bienes y servicios;2017;1.043.734
Total Nacional;15 Navarra, Comunidad Foral de;12. Otros bienes y servicios;2016;1.015.490
Total Nacional;15 Navarra, Comunidad Foral de;12. Otros bienes y servicios;2015;923.045
Total Nacional;15 Navarra, Comunidad Foral de;12. Otros bienes y servicios;2014;881.627
Total Nacional;15 Navarra, Comunidad Foral de;Total gasto en consumo final de los hogares interior;2020;9.585.818
Total Nacional;15 Navarra, Comunidad Foral de;Total gasto en consumo final de los hogares interior;2019;11.036.869
Total Nacional;15 Navarra, Comunidad Foral de;Total gasto en consumo final de los hogares interior;2018;10.647.250
Total Nacional;15 Navarra, Comunidad Foral de;Total gasto en consumo final de los hogares interior;2017;10.276.359
Total Nacional;15 Navarra, Comunidad Foral de;Total gasto en consumo final de los hogares interior;2016;9.760.385
Total Nacional;15 Navarra, Comunidad Foral de;Total gasto en consumo final de los hogares interior;2015;9.451.261
Total Nacional;15 Navarra, Comunidad Foral de;Total gasto en consumo final de los hogares interior;2014;9.121.789
Total Nacional;15 Navarra, Comunidad Foral de;P.3. Gasto en consumo final de los hogares;2020;9.705.831
Total Nacional;15 Navarra, Comunidad Foral de;P.3. Gasto en consumo final de los hogares;2019;11.260.208
Total Nacional;15 Navarra, Comunidad Foral de;P.3. Gasto en consumo final de los hogares;2018;10.946.571
Total Nacional;15 Navarra, Comunidad Foral de;P.3. Gasto en consumo final de los hogares;2017;10.556.071
Total Nacional;15 Navarra, Comunidad Foral de;P.3. Gasto en consumo final de los hogares;2016;10.033.244
Total Nacional;15 Navarra, Comunidad Foral de;P.3. Gasto en consumo final de los hogares;2015;9.637.069
Total Nacional;15 Navarra, Comunidad Foral de;P.3. Gasto en consumo final de los hogares;2014;9.424.520
Total Nacional;15 Navarra, Comunidad Foral de;P.4. Consumo final efectivo de los hogares;2020;12.281.867
Total Nacional;15 Navarra, Comunidad Foral de;P.4. Consumo final efectivo de los hogares;2019;13.676.851
Total Nacional;15 Navarra, Comunidad Foral de;P.4. Consumo final efectivo de los hogares;2018;13.221.620
Total Nacional;15 Navarra, Comunidad Foral de;P.4. Consumo final efectivo de los hogares;2017;12.736.166
Total Nacional;15 Navarra, Comunidad Foral de;P.4. Consumo final efectivo de los hogares;2016;12.152.283
Total Nacional;15 Navarra, Comunidad Foral de;P.4. Consumo final efectivo de los hogares;2015;11.692.877
Total Nacional;15 Navarra, Comunidad Foral de;P.4. Consumo final efectivo de los hogares;2014;11.386.864
Total Nacional;16 País Vasco;01. Alimentos y bebidas no alcohólicas;2020;5.178.291
Total Nacional;16 País Vasco;01. Alimentos y bebidas no alcohólicas;2019;4.777.769
Total Nacional;16 País Vasco;01. Alimentos y bebidas no alcohólicas;2018;4.697.652
Total Nacional;16 País Vasco;01. Alimentos y bebidas no alcohólicas;2017;4.509.357
Total Nacional;16 País Vasco;01. Alimentos y bebidas no alcohólicas;2016;4.493.060
Total Nacional;16 País Vasco;01. Alimentos y bebidas no alcohólicas;2015;4.459.000
Total Nacional;16 País Vasco;01. Alimentos y bebidas no alcohólicas;2014;4.294.852
Total Nacional;16 País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2020;1.591.126
Total Nacional;16 País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2019;1.516.858
Total Nacional;16 País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2018;1.497.591
Total Nacional;16 País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2017;1.480.329
Total Nacional;16 País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2016;1.494.761
Total Nacional;16 País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2015;1.433.653
Total Nacional;16 País Vasco;02. Bebidas alcohólicas, tabaco y narcóticos;2014;1.454.022
Total Nacional;16 País Vasco;03. Artículos de vestir y calzado;2020;1.046.089
Total Nacional;16 País Vasco;03. Artículos de vestir y calzado;2019;1.429.640
Total Nacional;16 País Vasco;03. Artículos de vestir y calzado;2018;1.465.092
Total Nacional;16 País Vasco;03. Artículos de vestir y calzado;2017;1.565.721
Total Nacional;16 País Vasco;03. Artículos de vestir y calzado;2016;1.600.334
Total Nacional;16 País Vasco;03. Artículos de vestir y calzado;2015;1.587.079
Total Nacional;16 País Vasco;03. Artículos de vestir y calzado;2014;1.552.401
Total Nacional;16 País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2020;9.667.582
Total Nacional;16 País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2019;9.884.861
Total Nacional;16 País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2018;9.776.286
Total Nacional;16 País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2017;9.566.764
Total Nacional;16 País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2016;9.332.884
Total Nacional;16 País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2015;9.293.389
Total Nacional;16 País Vasco;04. Vivienda, agua, electricidad, gas y otros combustibles;2014;9.228.634
Total Nacional;16 País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;1.542.823
Total Nacional;16 País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;1.673.992
Total Nacional;16 País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;1.711.913
Total Nacional;16 País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;1.686.008
Total Nacional;16 País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;1.658.517
Total Nacional;16 País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;1.593.827
Total Nacional;16 País Vasco;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;1.452.711
Total Nacional;16 País Vasco;06. Salud;2020;1.458.162
Total Nacional;16 País Vasco;06. Salud;2019;1.596.594
Total Nacional;16 País Vasco;06. Salud;2018;1.517.517
Total Nacional;16 País Vasco;06. Salud;2017;1.450.235
Total Nacional;16 País Vasco;06. Salud;2016;1.329.151
Total Nacional;16 País Vasco;06. Salud;2015;1.376.499
Total Nacional;16 País Vasco;06. Salud;2014;1.322.491
Total Nacional;16 País Vasco;07. Transporte;2020;2.694.192
Total Nacional;16 País Vasco;07. Transporte;2019;3.556.550
Total Nacional;16 País Vasco;07. Transporte;2018;3.576.841
Total Nacional;16 País Vasco;07. Transporte;2017;3.466.233
Total Nacional;16 País Vasco;07. Transporte;2016;3.162.785
Total Nacional;16 País Vasco;07. Transporte;2015;3.204.276
Total Nacional;16 País Vasco;07. Transporte;2014;3.099.474
Total Nacional;16 País Vasco;08. Comunicaciones;2020;862.151
Total Nacional;16 País Vasco;08. Comunicaciones;2019;883.487
Total Nacional;16 País Vasco;08. Comunicaciones;2018;905.916
Total Nacional;16 País Vasco;08. Comunicaciones;2017;873.527
Total Nacional;16 País Vasco;08. Comunicaciones;2016;832.455
Total Nacional;16 País Vasco;08. Comunicaciones;2015;784.229
Total Nacional;16 País Vasco;08. Comunicaciones;2014;761.434
Total Nacional;16 País Vasco;09. Ocio, espectáculos y cultura;2020;1.715.694
Total Nacional;16 País Vasco;09. Ocio, espectáculos y cultura;2019;2.662.995
Total Nacional;16 País Vasco;09. Ocio, espectáculos y cultura;2018;2.541.976
Total Nacional;16 País Vasco;09. Ocio, espectáculos y cultura;2017;2.593.721
Total Nacional;16 País Vasco;09. Ocio, espectáculos y cultura;2016;2.451.096
Total Nacional;16 País Vasco;09. Ocio, espectáculos y cultura;2015;2.350.014
Total Nacional;16 País Vasco;09. Ocio, espectáculos y cultura;2014;2.194.178
Total Nacional;16 País Vasco;10. Educación;2020;556.383
Total Nacional;16 País Vasco;10. Educación;2019;576.000
Total Nacional;16 País Vasco;10. Educación;2018;571.522
Total Nacional;16 País Vasco;10. Educación;2017;564.272
Total Nacional;16 País Vasco;10. Educación;2016;554.514
Total Nacional;16 País Vasco;10. Educación;2015;538.090
Total Nacional;16 País Vasco;10. Educación;2014;541.174
Total Nacional;16 País Vasco;11. Hoteles, cafés y restaurantes;2020;2.866.622
Total Nacional;16 País Vasco;11. Hoteles, cafés y restaurantes;2019;4.403.195
Total Nacional;16 País Vasco;11. Hoteles, cafés y restaurantes;2018;4.409.103
Total Nacional;16 País Vasco;11. Hoteles, cafés y restaurantes;2017;4.443.990
Total Nacional;16 País Vasco;11. Hoteles, cafés y restaurantes;2016;4.188.122
Total Nacional;16 País Vasco;11. Hoteles, cafés y restaurantes;2015;3.776.765
Total Nacional;16 País Vasco;11. Hoteles, cafés y restaurantes;2014;3.792.116
Total Nacional;16 País Vasco;12. Otros bienes y servicios;2020;3.783.681
Total Nacional;16 País Vasco;12. Otros bienes y servicios;2019;4.033.437
Total Nacional;16 País Vasco;12. Otros bienes y servicios;2018;3.951.982
Total Nacional;16 País Vasco;12. Otros bienes y servicios;2017;3.817.332
Total Nacional;16 País Vasco;12. Otros bienes y servicios;2016;3.543.783
Total Nacional;16 País Vasco;12. Otros bienes y servicios;2015;3.200.199
Total Nacional;16 País Vasco;12. Otros bienes y servicios;2014;3.014.091
Total Nacional;16 País Vasco;Total gasto en consumo final de los hogares interior;2020;32.962.796
Total Nacional;16 País Vasco;Total gasto en consumo final de los hogares interior;2019;36.995.378
Total Nacional;16 País Vasco;Total gasto en consumo final de los hogares interior;2018;36.623.391
Total Nacional;16 País Vasco;Total gasto en consumo final de los hogares interior;2017;36.017.489
Total Nacional;16 País Vasco;Total gasto en consumo final de los hogares interior;2016;34.641.462
Total Nacional;16 País Vasco;Total gasto en consumo final de los hogares interior;2015;33.597.020
Total Nacional;16 País Vasco;Total gasto en consumo final de los hogares interior;2014;32.707.578
Total Nacional;16 País Vasco;P.3. Gasto en consumo final de los hogares;2020;34.302.780
Total Nacional;16 País Vasco;P.3. Gasto en consumo final de los hogares;2019;39.751.467
Total Nacional;16 País Vasco;P.3. Gasto en consumo final de los hogares;2018;39.149.359
Total Nacional;16 País Vasco;P.3. Gasto en consumo final de los hogares;2017;38.469.813
Total Nacional;16 País Vasco;P.3. Gasto en consumo final de los hogares;2016;37.015.201
Total Nacional;16 País Vasco;P.3. Gasto en consumo final de los hogares;2015;35.745.403
Total Nacional;16 País Vasco;P.3. Gasto en consumo final de los hogares;2014;34.676.627
Total Nacional;16 País Vasco;P.4. Consumo final efectivo de los hogares;2020;43.782.065
Total Nacional;16 País Vasco;P.4. Consumo final efectivo de los hogares;2019;49.056.170
Total Nacional;16 País Vasco;P.4. Consumo final efectivo de los hogares;2018;47.855.608
Total Nacional;16 País Vasco;P.4. Consumo final efectivo de los hogares;2017;46.984.837
Total Nacional;16 País Vasco;P.4. Consumo final efectivo de los hogares;2016;45.396.163
Total Nacional;16 País Vasco;P.4. Consumo final efectivo de los hogares;2015;43.974.304
Total Nacional;16 País Vasco;P.4. Consumo final efectivo de los hogares;2014;42.499.309
Total Nacional;17 Rioja, La;01. Alimentos y bebidas no alcohólicas;2020;660.788
Total Nacional;17 Rioja, La;01. Alimentos y bebidas no alcohólicas;2019;615.783
Total Nacional;17 Rioja, La;01. Alimentos y bebidas no alcohólicas;2018;605.246
Total Nacional;17 Rioja, La;01. Alimentos y bebidas no alcohólicas;2017;577.482
Total Nacional;17 Rioja, La;01. Alimentos y bebidas no alcohólicas;2016;575.971
Total Nacional;17 Rioja, La;01. Alimentos y bebidas no alcohólicas;2015;584.439
Total Nacional;17 Rioja, La;01. Alimentos y bebidas no alcohólicas;2014;578.210
Total Nacional;17 Rioja, La;02. Bebidas alcohólicas, tabaco y narcóticos;2020;176.987
Total Nacional;17 Rioja, La;02. Bebidas alcohólicas, tabaco y narcóticos;2019;168.405
Total Nacional;17 Rioja, La;02. Bebidas alcohólicas, tabaco y narcóticos;2018;171.272
Total Nacional;17 Rioja, La;02. Bebidas alcohólicas, tabaco y narcóticos;2017;170.366
Total Nacional;17 Rioja, La;02. Bebidas alcohólicas, tabaco y narcóticos;2016;172.878
Total Nacional;17 Rioja, La;02. Bebidas alcohólicas, tabaco y narcóticos;2015;164.971
Total Nacional;17 Rioja, La;02. Bebidas alcohólicas, tabaco y narcóticos;2014;161.417
Total Nacional;17 Rioja, La;03. Artículos de vestir y calzado;2020;145.800
Total Nacional;17 Rioja, La;03. Artículos de vestir y calzado;2019;195.349
Total Nacional;17 Rioja, La;03. Artículos de vestir y calzado;2018;187.134
Total Nacional;17 Rioja, La;03. Artículos de vestir y calzado;2017;191.318
Total Nacional;17 Rioja, La;03. Artículos de vestir y calzado;2016;186.598
Total Nacional;17 Rioja, La;03. Artículos de vestir y calzado;2015;188.865
Total Nacional;17 Rioja, La;03. Artículos de vestir y calzado;2014;175.972
Total Nacional;17 Rioja, La;04. Vivienda, agua, electricidad, gas y otros combustibles;2020;1.045.133
Total Nacional;17 Rioja, La;04. Vivienda, agua, electricidad, gas y otros combustibles;2019;1.066.749
Total Nacional;17 Rioja, La;04. Vivienda, agua, electricidad, gas y otros combustibles;2018;1.055.479
Total Nacional;17 Rioja, La;04. Vivienda, agua, electricidad, gas y otros combustibles;2017;1.044.878
Total Nacional;17 Rioja, La;04. Vivienda, agua, electricidad, gas y otros combustibles;2016;1.019.547
Total Nacional;17 Rioja, La;04. Vivienda, agua, electricidad, gas y otros combustibles;2015;1.037.118
Total Nacional;17 Rioja, La;04. Vivienda, agua, electricidad, gas y otros combustibles;2014;1.059.274
Total Nacional;17 Rioja, La;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;197.912
Total Nacional;17 Rioja, La;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;217.786
Total Nacional;17 Rioja, La;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;217.201
Total Nacional;17 Rioja, La;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;214.529
Total Nacional;17 Rioja, La;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;205.020
Total Nacional;17 Rioja, La;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;200.106
Total Nacional;17 Rioja, La;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;184.192
Total Nacional;17 Rioja, La;06. Salud;2020;201.884
Total Nacional;17 Rioja, La;06. Salud;2019;212.396
Total Nacional;17 Rioja, La;06. Salud;2018;194.486
Total Nacional;17 Rioja, La;06. Salud;2017;185.641
Total Nacional;17 Rioja, La;06. Salud;2016;175.636
Total Nacional;17 Rioja, La;06. Salud;2015;173.625
Total Nacional;17 Rioja, La;06. Salud;2014;177.891
Total Nacional;17 Rioja, La;07. Transporte;2020;375.011
Total Nacional;17 Rioja, La;07. Transporte;2019;525.996
Total Nacional;17 Rioja, La;07. Transporte;2018;526.344
Total Nacional;17 Rioja, La;07. Transporte;2017;502.845
Total Nacional;17 Rioja, La;07. Transporte;2016;463.599
Total Nacional;17 Rioja, La;07. Transporte;2015;447.936
Total Nacional;17 Rioja, La;07. Transporte;2014;436.000
Total Nacional;17 Rioja, La;08. Comunicaciones;2020;114.866
Total Nacional;17 Rioja, La;08. Comunicaciones;2019;117.567
Total Nacional;17 Rioja, La;08. Comunicaciones;2018;117.962
Total Nacional;17 Rioja, La;08. Comunicaciones;2017;113.508
Total Nacional;17 Rioja, La;08. Comunicaciones;2016;107.562
Total Nacional;17 Rioja, La;08. Comunicaciones;2015;104.412
Total Nacional;17 Rioja, La;08. Comunicaciones;2014;99.968
Total Nacional;17 Rioja, La;09. Ocio, espectáculos y cultura;2020;203.133
Total Nacional;17 Rioja, La;09. Ocio, espectáculos y cultura;2019;307.941
Total Nacional;17 Rioja, La;09. Ocio, espectáculos y cultura;2018;309.556
Total Nacional;17 Rioja, La;09. Ocio, espectáculos y cultura;2017;304.789
Total Nacional;17 Rioja, La;09. Ocio, espectáculos y cultura;2016;296.202
Total Nacional;17 Rioja, La;09. Ocio, espectáculos y cultura;2015;285.975
Total Nacional;17 Rioja, La;09. Ocio, espectáculos y cultura;2014;264.994
Total Nacional;17 Rioja, La;10. Educación;2020;118.295
Total Nacional;17 Rioja, La;10. Educación;2019;115.809
Total Nacional;17 Rioja, La;10. Educación;2018;111.763
Total Nacional;17 Rioja, La;10. Educación;2017;108.222
Total Nacional;17 Rioja, La;10. Educación;2016;105.168
Total Nacional;17 Rioja, La;10. Educación;2015;102.258
Total Nacional;17 Rioja, La;10. Educación;2014;99.283
Total Nacional;17 Rioja, La;11. Hoteles, cafés y restaurantes;2020;394.721
Total Nacional;17 Rioja, La;11. Hoteles, cafés y restaurantes;2019;683.576
Total Nacional;17 Rioja, La;11. Hoteles, cafés y restaurantes;2018;645.949
Total Nacional;17 Rioja, La;11. Hoteles, cafés y restaurantes;2017;643.073
Total Nacional;17 Rioja, La;11. Hoteles, cafés y restaurantes;2016;574.642
Total Nacional;17 Rioja, La;11. Hoteles, cafés y restaurantes;2015;519.339
Total Nacional;17 Rioja, La;11. Hoteles, cafés y restaurantes;2014;511.579
Total Nacional;17 Rioja, La;12. Otros bienes y servicios;2020;458.350
Total Nacional;17 Rioja, La;12. Otros bienes y servicios;2019;499.493
Total Nacional;17 Rioja, La;12. Otros bienes y servicios;2018;485.473
Total Nacional;17 Rioja, La;12. Otros bienes y servicios;2017;475.455
Total Nacional;17 Rioja, La;12. Otros bienes y servicios;2016;464.261
Total Nacional;17 Rioja, La;12. Otros bienes y servicios;2015;422.409
Total Nacional;17 Rioja, La;12. Otros bienes y servicios;2014;412.415
Total Nacional;17 Rioja, La;Total gasto en consumo final de los hogares interior;2020;4.092.880
Total Nacional;17 Rioja, La;Total gasto en consumo final de los hogares interior;2019;4.726.850
Total Nacional;17 Rioja, La;Total gasto en consumo final de los hogares interior;2018;4.627.865
Total Nacional;17 Rioja, La;Total gasto en consumo final de los hogares interior;2017;4.532.106
Total Nacional;17 Rioja, La;Total gasto en consumo final de los hogares interior;2016;4.347.084
Total Nacional;17 Rioja, La;Total gasto en consumo final de los hogares interior;2015;4.231.453
Total Nacional;17 Rioja, La;Total gasto en consumo final de los hogares interior;2014;4.161.195
Total Nacional;17 Rioja, La;P.3. Gasto en consumo final de los hogares;2020;4.036.382
Total Nacional;17 Rioja, La;P.3. Gasto en consumo final de los hogares;2019;4.619.770
Total Nacional;17 Rioja, La;P.3. Gasto en consumo final de los hogares;2018;4.556.182
Total Nacional;17 Rioja, La;P.3. Gasto en consumo final de los hogares;2017;4.433.691
Total Nacional;17 Rioja, La;P.3. Gasto en consumo final de los hogares;2016;4.277.045
Total Nacional;17 Rioja, La;P.3. Gasto en consumo final de los hogares;2015;4.131.213
Total Nacional;17 Rioja, La;P.3. Gasto en consumo final de los hogares;2014;4.081.294
Total Nacional;17 Rioja, La;P.4. Consumo final efectivo de los hogares;2020;5.172.634
Total Nacional;17 Rioja, La;P.4. Consumo final efectivo de los hogares;2019;5.693.458
Total Nacional;17 Rioja, La;P.4. Consumo final efectivo de los hogares;2018;5.581.903
Total Nacional;17 Rioja, La;P.4. Consumo final efectivo de los hogares;2017;5.434.116
Total Nacional;17 Rioja, La;P.4. Consumo final efectivo de los hogares;2016;5.271.056
Total Nacional;17 Rioja, La;P.4. Consumo final efectivo de los hogares;2015;5.101.412
Total Nacional;17 Rioja, La;P.4. Consumo final efectivo de los hogares;2014;5.019.414
Total Nacional;18 Ceuta;01. Alimentos y bebidas no alcohólicas;2020;129.743
Total Nacional;18 Ceuta;01. Alimentos y bebidas no alcohólicas;2019;125.036
Total Nacional;18 Ceuta;01. Alimentos y bebidas no alcohólicas;2018;128.287
Total Nacional;18 Ceuta;01. Alimentos y bebidas no alcohólicas;2017;126.794
Total Nacional;18 Ceuta;01. Alimentos y bebidas no alcohólicas;2016;123.154
Total Nacional;18 Ceuta;01. Alimentos y bebidas no alcohólicas;2015;123.035
Total Nacional;18 Ceuta;01. Alimentos y bebidas no alcohólicas;2014;128.754
Total Nacional;18 Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2020;33.980
Total Nacional;18 Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2019;38.620
Total Nacional;18 Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2018;34.825
Total Nacional;18 Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2017;35.183
Total Nacional;18 Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2016;37.188
Total Nacional;18 Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2015;36.528
Total Nacional;18 Ceuta;02. Bebidas alcohólicas, tabaco y narcóticos;2014;36.272
Total Nacional;18 Ceuta;03. Artículos de vestir y calzado;2020;41.256
Total Nacional;18 Ceuta;03. Artículos de vestir y calzado;2019;53.754
Total Nacional;18 Ceuta;03. Artículos de vestir y calzado;2018;55.298
Total Nacional;18 Ceuta;03. Artículos de vestir y calzado;2017;58.567
Total Nacional;18 Ceuta;03. Artículos de vestir y calzado;2016;57.921
Total Nacional;18 Ceuta;03. Artículos de vestir y calzado;2015;53.566
Total Nacional;18 Ceuta;03. Artículos de vestir y calzado;2014;55.191
Total Nacional;18 Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2020;202.960
Total Nacional;18 Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2019;204.632
Total Nacional;18 Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2018;204.089
Total Nacional;18 Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2017;197.551
Total Nacional;18 Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2016;191.524
Total Nacional;18 Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2015;186.680
Total Nacional;18 Ceuta;04. Vivienda, agua, electricidad, gas y otros combustibles;2014;183.411
Total Nacional;18 Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2020;40.033
Total Nacional;18 Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2019;46.694
Total Nacional;18 Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2018;48.024
Total Nacional;18 Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2017;51.123
Total Nacional;18 Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2016;46.886
Total Nacional;18 Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;43.556
Total Nacional;18 Ceuta;05. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;42.367
Total Nacional;18 Ceuta;06. Salud;2020;49.635
Total Nacional;18 Ceuta;06. Salud;2019;52.785
Total Nacional;18 Ceuta;06. Salud;2018;49.965
Total Nacional;18 Ceuta;06. Salud;2017;50.478
Total Nacional;18 Ceuta;06. Salud;2016;38.551
Total Nacional;18 Ceuta;06. Salud;2015;45.545
Total Nacional;18 Ceuta;06. Salud;2014;46.434
Total Nacional;18 Ceuta;07. Transporte;2020;84.238
Total Nacional;18 Ceuta;07. Transporte;2019;120.089
Total Nacional;18 Ceuta;07. Transporte;2018;126.819
Total Nacional;18 Ceuta;07. Transporte;2017;130.720
Total Nacional;18 Ceuta;07. Transporte;2016;117.429
Total Nacional;18 Ceuta;07. Transporte;2015;115.612
Total Nacional;18 Ceuta;07. Transporte;2014;115.286
Total Nacional;18 Ceuta;08. Comunicaciones;2020;27.324
Total Nacional;18 Ceuta;08. Comunicaciones;2019;27.764
Total Nacional;18 Ceuta;08. Comunicaciones;2018;28.910
Total Nacional;18 Ceuta;08. Comunicaciones;2017;27.004
Total Nacional;18 Ceuta;08. Comunicaciones;2016;25.143
Total Nacional;18 Ceuta;08. Comunicaciones;2015;22.440
Total Nacional;18 Ceuta;08. Comunicaciones;2014;21.652
Total Nacional;18 Ceuta;09. Ocio, espectáculos y cultura;2020;38.190
Total Nacional;18 Ceuta;09. Ocio, espectáculos y cultura;2019;56.046
Total Nacional;18 Ceuta;09. Ocio, espectáculos y cultura;2018;55.631
Total Nacional;18 Ceuta;09. Ocio, espectáculos y cultura;2017;53.274
Total Nacional;18 Ceuta;09. Ocio, espectáculos y cultura;2016;47.380
Total Nacional;18 Ceuta;09. Ocio, espectáculos y cultura;2015;44.471
Total Nacional;18 Ceuta;09. Ocio, espectáculos y cultura;2014;44.624
Total Nacional;18 Ceuta;10. Educación;2020;14.417
Total Nacional;18 Ceuta;10. Educación;2019;15.562
Total Nacional;18 Ceuta;10. Educación;2018;14.939
Total Nacional;18 Ceuta;10. Educación;2017;15.891
Total Nacional;18 Ceuta;10. Educación;2016;15.504
Total Nacional;18 Ceuta;10. Educación;2015;13.354
Total Nacional;18 Ceuta;10. Educación;2014;12.786
Total Nacional;18 Ceuta;11. Hoteles, cafés y restaurantes;2020;58.812
Total Nacional;18 Ceuta;11. Hoteles, cafés y restaurantes;2019;98.864
Total Nacional;18 Ceuta;11. Hoteles, cafés y restaurantes;2018;91.204
Total Nacional;18 Ceuta;11. Hoteles, cafés y restaurantes;2017;102.249
Total Nacional;18 Ceuta;11. Hoteles, cafés y restaurantes;2016;85.670
Total Nacional;18 Ceuta;11. Hoteles, cafés y restaurantes;2015;83.498
Total Nacional;18 Ceuta;11. Hoteles, cafés y restaurantes;2014;80.427
Total Nacional;18 Ceuta;12. Otros bienes y servicios;2020;87.994
Total Nacional;18 Ceuta;12. Otros bienes y servicios;2019;115.452
Total Nacional;18 Ceuta;12. Otros bienes y servicios;2018;118.033
Total Nacional;18 Ceuta;12. Otros bienes y servicios;2017;79.854
Total Nacional;18 Ceuta;12. Otros bienes y servicios;2016;64.450
Total Nacional;18 Ceuta;12. Otros bienes y servicios;2015;85.403
Total Nacional;18 Ceuta;12. Otros bienes y servicios;2014;77.179
Total Nacional;18 Ceuta;Total gasto en consumo final de los hogares interior;2020;808.582
Total Nacional;18 Ceuta;Total gasto en consumo final de los hogares interior;2019;955.298
Total Nacional;18 Ceuta;Total gasto en consumo final de los hogares interior;2018;956.024
Total Nacional;18 Ceuta;Total gasto en consumo final de los hogares interior;2017;928.688
Total Nacional;18 Ceuta;Total gasto en consumo final de los hogares interior;2016;850.800
Total Nacional;18 Ceuta;Total gasto en consumo final de los hogares interior;2015;853.688
Total Nacional;18 Ceuta;Total gasto en consumo final de los hogares interior;2014;844.383
Total Nacional;18 Ceuta;P.3. Gasto en consumo final de los hogares;2020;853.935
Total Nacional;18 Ceuta;P.3. Gasto en consumo final de los hogares;2019;1.049.593
Total Nacional;18 Ceuta;P.3. Gasto en consumo final de los hogares;2018;1.043.619
Total Nacional;18 Ceuta;P.3. Gasto en consumo final de los hogares;2017;1.008.237
Total Nacional;18 Ceuta;P.3. Gasto en consumo final de los hogares;2016;935.820
Total Nacional;18 Ceuta;P.3. Gasto en consumo final de los hogares;2015;897.213
Total Nacional;18 Ceuta;P.3. Gasto en consumo final de los hogares;2014;891.567
Total Nacional;18 Ceuta;P.4. Consumo final efectivo de los hogares;2020;1.157.295
Total Nacional;18 Ceuta;P.4. Consumo final efectivo de los hogares;2019;1.354.812
Total Nacional;18 Ceuta;P.4. Consumo final efectivo de los hogares;2018;1.328.524
Total Nacional;18 Ceuta;P.4. Consumo final efectivo de los hogares;2017;1.289.085
Total Nacional;18 Ceuta;P.4. Consumo final efectivo de los hogares;2016;1.223.180
Total Nacional;18 Ceuta;P.4. Consumo final efectivo de los hogares;2015;1.178.539
Total Nacional;18 Ceuta;P.4. Consumo final efectivo de los hogares;2014;1.164.945
