País de nacimiento;Sexo;Edad;Periodo;Total
Países miembros de la UE distintos de España;Total;11 años;2023;5.547
Países miembros de la UE distintos de España;Total;11 años;2022;5.301
Países miembros de la UE distintos de España;Total;11 años;2021;5.672
Países miembros de la UE distintos de España;Total;12 años;2024;5.877
Países miembros de la UE distintos de España;Total;12 años;2023;5.709
Países miembros de la UE distintos de España;Total;12 años;2022;5.712
Países miembros de la UE distintos de España;Total;12 años;2021;5.596
Países miembros de la UE distintos de España;Total;13 años;2024;5.952
Países miembros de la UE distintos de España;Total;13 años;2023;6.087
Países miembros de la UE distintos de España;Total;13 años;2022;5.608
Países miembros de la UE distintos de España;Total;13 años;2021;5.783
Países miembros de la UE distintos de España;Total;14 años;2024;6.295
Países miembros de la UE distintos de España;Total;14 años;2023;5.890
Países miembros de la UE distintos de España;Total;14 años;2022;5.787
Países miembros de la UE distintos de España;Total;14 años;2021;6.880
Países miembros de la UE distintos de España;Total;15 años;2024;6.081
Países miembros de la UE distintos de España;Total;15 años;2023;6.113
Países miembros de la UE distintos de España;Total;15 años;2022;7.176
Países miembros de la UE distintos de España;Total;15 años;2021;7.719
Países miembros de la UE distintos de España;Total;16 años;2024;6.374
Países miembros de la UE distintos de España;Total;16 años;2023;7.247
Países miembros de la UE distintos de España;Total;16 años;2022;8.107
Países miembros de la UE distintos de España;Total;16 años;2021;8.503
Países miembros de la UE distintos de España;Total;17 años;2024;7.404
Países miembros de la UE distintos de España;Total;17 años;2023;8.077
Países miembros de la UE distintos de España;Total;17 años;2022;8.609
Países miembros de la UE distintos de España;Total;17 años;2021;9.445
Países miembros de la UE distintos de España;Total;18 años;2024;8.881
Países miembros de la UE distintos de España;Total;18 años;2023;9.539
Países miembros de la UE distintos de España;Total;18 años;2022;9.966
Países miembros de la UE distintos de España;Total;18 años;2021;10.338
Países miembros de la UE distintos de España;Total;19 años;2024;10.653
Países miembros de la UE distintos de España;Total;19 años;2023;11.270
Países miembros de la UE distintos de España;Total;19 años;2022;11.456
Países miembros de la UE distintos de España;Total;19 años;2021;12.293
Países miembros de la UE distintos de España;Total;20 años;2024;12.238
Países miembros de la UE distintos de España;Total;20 años;2023;12.718
Países miembros de la UE distintos de España;Total;20 años;2022;13.054
Países miembros de la UE distintos de España;Total;20 años;2021;14.223
Países miembros de la UE distintos de España;Total;21 años;2024;13.332
Países miembros de la UE distintos de España;Total;21 años;2023;14.156
Países miembros de la UE distintos de España;Total;21 años;2022;14.824
Países miembros de la UE distintos de España;Total;21 años;2021;15.799
Países miembros de la UE distintos de España;Total;22 años;2024;14.855
Países miembros de la UE distintos de España;Total;22 años;2023;15.857
Países miembros de la UE distintos de España;Total;22 años;2022;16.136
Países miembros de la UE distintos de España;Total;22 años;2021;16.493
Países miembros de la UE distintos de España;Total;23 años;2024;16.459
Países miembros de la UE distintos de España;Total;23 años;2023;17.095
Países miembros de la UE distintos de España;Total;23 años;2022;16.878
Países miembros de la UE distintos de España;Total;23 años;2021;17.240
Países miembros de la UE distintos de España;Total;24 años;2024;17.788
Países miembros de la UE distintos de España;Total;24 años;2023;18.044
Países miembros de la UE distintos de España;Total;24 años;2022;17.686
Países miembros de la UE distintos de España;Total;24 años;2021;17.680
Países miembros de la UE distintos de España;Total;25 años;2024;18.861
Países miembros de la UE distintos de España;Total;25 años;2023;18.863
Países miembros de la UE distintos de España;Total;25 años;2022;17.905
Países miembros de la UE distintos de España;Total;25 años;2021;19.105
Países miembros de la UE distintos de España;Total;26 años;2024;19.616
Países miembros de la UE distintos de España;Total;26 años;2023;18.935
Países miembros de la UE distintos de España;Total;26 años;2022;19.294
Países miembros de la UE distintos de España;Total;26 años;2021;20.165
Países miembros de la UE distintos de España;Total;27 años;2024;19.654
Países miembros de la UE distintos de España;Total;27 años;2023;20.084
Países miembros de la UE distintos de España;Total;27 años;2022;20.257
Países miembros de la UE distintos de España;Total;27 años;2021;21.662
Países miembros de la UE distintos de España;Total;28 años;2024;20.532
Países miembros de la UE distintos de España;Total;28 años;2023;21.007
Países miembros de la UE distintos de España;Total;28 años;2022;21.507
Países miembros de la UE distintos de España;Total;28 años;2021;22.594
Países miembros de la UE distintos de España;Total;29 años;2024;21.418
Países miembros de la UE distintos de España;Total;29 años;2023;21.930
Países miembros de la UE distintos de España;Total;29 años;2022;22.217
Países miembros de la UE distintos de España;Total;29 años;2021;23.727
Países miembros de la UE distintos de España;Total;30 años;2024;22.318
Países miembros de la UE distintos de España;Total;30 años;2023;22.699
Países miembros de la UE distintos de España;Total;30 años;2022;23.334
Países miembros de la UE distintos de España;Total;30 años;2021;26.054
Países miembros de la UE distintos de España;Total;31 años;2024;23.126
Países miembros de la UE distintos de España;Total;31 años;2023;23.890
Países miembros de la UE distintos de España;Total;31 años;2022;25.504
Países miembros de la UE distintos de España;Total;31 años;2021;28.525
Países miembros de la UE distintos de España;Total;32 años;2024;24.059
Países miembros de la UE distintos de España;Total;32 años;2023;25.922
Países miembros de la UE distintos de España;Total;32 años;2022;27.797
Países miembros de la UE distintos de España;Total;32 años;2021;30.516
Países miembros de la UE distintos de España;Total;33 años;2024;26.261
Países miembros de la UE distintos de España;Total;33 años;2023;28.159
Países miembros de la UE distintos de España;Total;33 años;2022;29.619
Países miembros de la UE distintos de España;Total;33 años;2021;32.098
Países miembros de la UE distintos de España;Total;34 años;2024;28.197
Países miembros de la UE distintos de España;Total;34 años;2023;29.980
Países miembros de la UE distintos de España;Total;34 años;2022;31.180
Países miembros de la UE distintos de España;Total;34 años;2021;33.398
Países miembros de la UE distintos de España;Total;35 años;2024;30.072
Países miembros de la UE distintos de España;Total;35 años;2023;31.459
Países miembros de la UE distintos de España;Total;35 años;2022;32.747
Países miembros de la UE distintos de España;Total;35 años;2021;33.366
Países miembros de la UE distintos de España;Total;36 años;2024;31.665
Países miembros de la UE distintos de España;Total;36 años;2023;32.781
Países miembros de la UE distintos de España;Total;36 años;2022;32.535
Países miembros de la UE distintos de España;Total;36 años;2021;34.129
Países miembros de la UE distintos de España;Total;37 años;2024;33.141
Países miembros de la UE distintos de España;Total;37 años;2023;32.782
Países miembros de la UE distintos de España;Total;37 años;2022;33.319
Países miembros de la UE distintos de España;Total;37 años;2021;33.530
Países miembros de la UE distintos de España;Total;38 años;2024;32.918
Países miembros de la UE distintos de España;Total;38 años;2023;33.483
Países miembros de la UE distintos de España;Total;38 años;2022;32.817
Países miembros de la UE distintos de España;Total;38 años;2021;34.774
Países miembros de la UE distintos de España;Total;39 años;2024;33.606
Países miembros de la UE distintos de España;Total;39 años;2023;32.919
Países miembros de la UE distintos de España;Total;39 años;2022;34.147
Países miembros de la UE distintos de España;Total;39 años;2021;37.071
Países miembros de la UE distintos de España;Total;40 años;2024;33.098
Países miembros de la UE distintos de España;Total;40 años;2023;34.384
Países miembros de la UE distintos de España;Total;40 años;2022;36.253
Países miembros de la UE distintos de España;Total;40 años;2021;38.287
Países miembros de la UE distintos de España;Total;41 años;2024;34.451
Países miembros de la UE distintos de España;Total;41 años;2023;36.464
Países miembros de la UE distintos de España;Total;41 años;2022;37.580
Países miembros de la UE distintos de España;Total;41 años;2021;37.962
Países miembros de la UE distintos de España;Total;42 años;2024;36.556
Países miembros de la UE distintos de España;Total;42 años;2023;37.691
Países miembros de la UE distintos de España;Total;42 años;2022;37.351
Países miembros de la UE distintos de España;Total;42 años;2021;38.373
Países miembros de la UE distintos de España;Total;43 años;2024;37.780
Países miembros de la UE distintos de España;Total;43 años;2023;37.255
Países miembros de la UE distintos de España;Total;43 años;2022;37.664
Países miembros de la UE distintos de España;Total;43 años;2021;38.951
Países miembros de la UE distintos de España;Total;44 años;2024;37.228
Países miembros de la UE distintos de España;Total;44 años;2023;37.533
Países miembros de la UE distintos de España;Total;44 años;2022;38.392
Países miembros de la UE distintos de España;Total;44 años;2021;38.492
Países miembros de la UE distintos de España;Total;45 años;2024;37.524
Países miembros de la UE distintos de España;Total;45 años;2023;38.334
Países miembros de la UE distintos de España;Total;45 años;2022;37.872
Países miembros de la UE distintos de España;Total;45 años;2021;38.770
Países miembros de la UE distintos de España;Total;46 años;2024;38.405
Países miembros de la UE distintos de España;Total;46 años;2023;37.936
Países miembros de la UE distintos de España;Total;46 años;2022;38.303
Países miembros de la UE distintos de España;Total;46 años;2021;39.134
Países miembros de la UE distintos de España;Total;47 años;2024;37.967
Países miembros de la UE distintos de España;Total;47 años;2023;38.294
Países miembros de la UE distintos de España;Total;47 años;2022;38.519
Países miembros de la UE distintos de España;Total;47 años;2021;37.329
Países miembros de la UE distintos de España;Total;48 años;2024;38.202
Países miembros de la UE distintos de España;Total;48 años;2023;38.552
Países miembros de la UE distintos de España;Total;48 años;2022;36.804
Países miembros de la UE distintos de España;Total;48 años;2021;36.923
Países miembros de la UE distintos de España;Total;49 años;2024;38.467
Países miembros de la UE distintos de España;Total;49 años;2023;36.809
Países miembros de la UE distintos de España;Total;49 años;2022;36.515
Países miembros de la UE distintos de España;Total;49 años;2021;37.087
Países miembros de la UE distintos de España;Total;50 años;2024;36.839
Países miembros de la UE distintos de España;Total;50 años;2023;36.579
Países miembros de la UE distintos de España;Total;50 años;2022;36.745
Países miembros de la UE distintos de España;Total;50 años;2021;36.202
Países miembros de la UE distintos de España;Total;51 años;2024;36.597
Países miembros de la UE distintos de España;Total;51 años;2023;36.752
Países miembros de la UE distintos de España;Total;51 años;2022;35.955
Países miembros de la UE distintos de España;Total;51 años;2021;36.361
Países miembros de la UE distintos de España;Total;52 años;2024;36.784
Países miembros de la UE distintos de España;Total;52 años;2023;36.037
Países miembros de la UE distintos de España;Total;52 años;2022;36.148
Países miembros de la UE distintos de España;Total;52 años;2021;37.181
Países miembros de la UE distintos de España;Total;53 años;2024;36.030
Países miembros de la UE distintos de España;Total;53 años;2023;36.067
Países miembros de la UE distintos de España;Total;53 años;2022;36.750
Países miembros de la UE distintos de España;Total;53 años;2021;37.405
Países miembros de la UE distintos de España;Total;54 años;2024;36.014
Países miembros de la UE distintos de España;Total;54 años;2023;36.838
Países miembros de la UE distintos de España;Total;54 años;2022;37.077
Países miembros de la UE distintos de España;Total;54 años;2021;31.948
Países miembros de la UE distintos de España;Total;55 años;2024;36.987
Países miembros de la UE distintos de España;Total;55 años;2023;37.100
Países miembros de la UE distintos de España;Total;55 años;2022;31.851
Países miembros de la UE distintos de España;Total;55 años;2021;30.124
Países miembros de la UE distintos de España;Total;56 años;2024;37.004
Países miembros de la UE distintos de España;Total;56 años;2023;31.964
Países miembros de la UE distintos de España;Total;56 años;2022;30.224
Países miembros de la UE distintos de España;Total;56 años;2021;27.966
Países miembros de la UE distintos de España;Total;57 años;2024;31.876
Países miembros de la UE distintos de España;Total;57 años;2023;30.377
Países miembros de la UE distintos de España;Total;57 años;2022;28.194
Países miembros de la UE distintos de España;Total;57 años;2021;25.602
Países miembros de la UE distintos de España;Total;58 años;2024;30.348
Países miembros de la UE distintos de España;Total;58 años;2023;28.248
Países miembros de la UE distintos de España;Total;58 años;2022;25.559
Países miembros de la UE distintos de España;Total;58 años;2021;22.354
Países miembros de la UE distintos de España;Total;59 años;2024;28.056
Países miembros de la UE distintos de España;Total;59 años;2023;25.661
Países miembros de la UE distintos de España;Total;59 años;2022;22.502
Países miembros de la UE distintos de España;Total;59 años;2021;20.105
Países miembros de la UE distintos de España;Total;60 años;2024;25.631
Países miembros de la UE distintos de España;Total;60 años;2023;22.670
Países miembros de la UE distintos de España;Total;60 años;2022;20.115
Países miembros de la UE distintos de España;Total;60 años;2021;18.053
Países miembros de la UE distintos de España;Total;61 años;2024;22.626
Países miembros de la UE distintos de España;Total;61 años;2023;20.284
Países miembros de la UE distintos de España;Total;61 años;2022;18.289
Países miembros de la UE distintos de España;Total;61 años;2021;16.915
Países miembros de la UE distintos de España;Total;62 años;2024;20.385
Países miembros de la UE distintos de España;Total;62 años;2023;18.431
Países miembros de la UE distintos de España;Total;62 años;2022;17.174
Países miembros de la UE distintos de España;Total;62 años;2021;15.525
Países miembros de la UE distintos de España;Total;63 años;2024;18.532
Países miembros de la UE distintos de España;Total;63 años;2023;17.348
Países miembros de la UE distintos de España;Total;63 años;2022;15.887
Países miembros de la UE distintos de España;Total;63 años;2021;14.442
Países miembros de la UE distintos de España;Total;64 años;2024;17.461
Países miembros de la UE distintos de España;Total;64 años;2023;16.057
Países miembros de la UE distintos de España;Total;64 años;2022;14.794
Países miembros de la UE distintos de España;Total;64 años;2021;13.380
Países miembros de la UE distintos de España;Total;65 años;2024;16.152
Países miembros de la UE distintos de España;Total;65 años;2023;14.716
Países miembros de la UE distintos de España;Total;65 años;2022;13.687
Países miembros de la UE distintos de España;Total;65 años;2021;12.707
Países miembros de la UE distintos de España;Total;66 años;2024;15.222
Países miembros de la UE distintos de España;Total;66 años;2023;13.321
Países miembros de la UE distintos de España;Total;66 años;2022;13.250
Países miembros de la UE distintos de España;Total;66 años;2021;11.931
Países miembros de la UE distintos de España;Total;67 años;2024;14.291
Países miembros de la UE distintos de España;Total;67 años;2023;13.281
Países miembros de la UE distintos de España;Total;67 años;2022;12.529
Países miembros de la UE distintos de España;Total;67 años;2021;11.279
Países miembros de la UE distintos de España;Total;68 años;2024;13.508
Países miembros de la UE distintos de España;Total;68 años;2023;12.468
Países miembros de la UE distintos de España;Total;68 años;2022;11.721
Países miembros de la UE distintos de España;Total;68 años;2021;10.807
Países miembros de la UE distintos de España;Total;69 años;2024;12.344
Países miembros de la UE distintos de España;Total;69 años;2023;11.768
Países miembros de la UE distintos de España;Total;69 años;2022;11.187
Países miembros de la UE distintos de España;Total;69 años;2021;10.147
Países miembros de la UE distintos de España;Total;70 años;2024;11.477
Países miembros de la UE distintos de España;Total;70 años;2023;11.249
Países miembros de la UE distintos de España;Total;70 años;2022;10.422
Países miembros de la UE distintos de España;Total;70 años;2021;9.894
Países miembros de la UE distintos de España;Total;71 años;2024;10.831
Países miembros de la UE distintos de España;Total;71 años;2023;10.378
Países miembros de la UE distintos de España;Total;71 años;2022;10.185
Países miembros de la UE distintos de España;Total;71 años;2021;9.224
Países miembros de la UE distintos de España;Total;72 años;2024;10.014
Países miembros de la UE distintos de España;Total;72 años;2023;10.064
Países miembros de la UE distintos de España;Total;72 años;2022;9.516
Países miembros de la UE distintos de España;Total;72 años;2021;8.806
Países miembros de la UE distintos de España;Total;73 años;2024;9.621
Países miembros de la UE distintos de España;Total;73 años;2023;9.434
Países miembros de la UE distintos de España;Total;73 años;2022;9.102
Países miembros de la UE distintos de España;Total;73 años;2021;8.206
Países miembros de la UE distintos de España;Total;74 años;2024;8.984
Países miembros de la UE distintos de España;Total;74 años;2023;9.027
Países miembros de la UE distintos de España;Total;74 años;2022;8.433
Países miembros de la UE distintos de España;Total;74 años;2021;7.792
Países miembros de la UE distintos de España;Total;75 años;2024;8.529
Países miembros de la UE distintos de España;Total;75 años;2023;8.393
Países miembros de la UE distintos de España;Total;75 años;2022;8.022
Países miembros de la UE distintos de España;Total;75 años;2021;6.368
Países miembros de la UE distintos de España;Total;76 años;2024;7.869
